param_index,param_name,unit,norm_value,readback,display
31,"Pt Dec Tm"," msec",0.562500,0.562500,"3164.1"
31,"Pt Dec Tm"," msec",0.593750,0.593750,"3525.42"
31,"Pt Dec Tm"," msec",0.625000,0.625000,"3906.27"
31,"Pt Dec Tm"," msec",0.656250,0.656250,"4306.65"
31,"Pt Dec Tm"," msec",0.687500,0.687500,"4726.57"
31,"Pt Dec Tm"," msec",0.718750,0.718750,"5166.01"
31,"Pt Dec Tm"," msec",0.750000,0.750000,"5624.99"
31,"Pt Dec Tm"," msec",0.781250,0.781250,"6103.49"
31,"Pt Dec Tm"," msec",0.812500,0.812500,"6601.53"
31,"Pt Dec Tm"," msec",0.843750,0.843750,"7119.1"
31,"Pt Dec Tm"," msec",0.875000,0.875000,"7656.2"
31,"Pt Dec Tm"," msec",0.906250,0.906250,"8212.83"
31,"Pt Dec Tm"," msec",0.937500,0.937500,"8788.99"
31,"Pt Dec Tm"," msec",0.968750,0.968750,"9384.68"
31,"Pt Dec Tm"," msec",1.000000,1.000000,"9999.9"
32,"Pt Dec Lv"," %",0.000000,0.000000,"0"
32,"Pt Dec Lv"," %",0.031250,0.031250,"3"
32,"Pt Dec Lv"," %",0.062500,0.062500,"6"
32,"Pt Dec Lv"," %",0.093750,0.093750,"9"
32,"Pt Dec Lv"," %",0.125000,0.125000,"12"
32,"Pt Dec Lv"," %",0.156250,0.156250,"15"
32,"Pt Dec Lv"," %",0.187500,0.187500,"18"
32,"Pt Dec Lv"," %",0.218750,0.218750,"21"
32,"Pt Dec Lv"," %",0.250000,0.250000,"25"
32,"Pt Dec Lv"," %",0.281250,0.281250,"28"
32,"Pt Dec Lv"," %",0.312500,0.312500,"31"
32,"Pt Dec Lv"," %",0.343750,0.343750,"34"
32,"Pt Dec Lv"," %",0.375000,0.375000,"37"
32,"Pt Dec Lv"," %",0.406250,0.406250,"40"
32,"Pt Dec Lv"," %",0.437500,0.437500,"43"
32,"Pt Dec Lv"," %",0.468750,0.468750,"46"
32,"Pt Dec Lv"," %",0.500000,0.500000,"50"
32,"Pt Dec Lv"," %",0.531250,0.531250,"53"
32,"Pt Dec Lv"," %",0.562500,0.562500,"56"
32,"Pt Dec Lv"," %",0.593750,0.593750,"59"
32,"Pt Dec Lv"," %",0.625000,0.625000,"62"
32,"Pt Dec Lv"," %",0.656250,0.656250,"65"
32,"Pt Dec Lv"," %",0.687500,0.687500,"68"
32,"Pt Dec Lv"," %",0.718750,0.718750,"71"
32,"Pt Dec Lv"," %",0.750000,0.750000,"75"
32,"Pt Dec Lv"," %",0.781250,0.781250,"78"
32,"Pt Dec Lv"," %",0.812500,0.812500,"81"
32,"Pt Dec Lv"," %",0.843750,0.843750,"84"
32,"Pt Dec Lv"," %",0.875000,0.875000,"87"
32,"Pt Dec Lv"," %",0.906250,0.906250,"90"
32,"Pt Dec Lv"," %",0.937500,0.937500,"93"
32,"Pt Dec Lv"," %",0.968750,0.968750,"96"
32,"Pt Dec Lv"," %",1.000000,1.000000,"100"
33,"Pt Rel Tm"," msec",0.000000,0.000000,"0.1"
33,"Pt Rel Tm"," msec",0.031250,0.031250,"9.87"
33,"Pt Rel Tm"," msec",0.062500,0.062500,"39.16"
33,"Pt Rel Tm"," msec",0.093750,0.093750,"87.99"
33,"Pt Rel Tm"," msec",0.125000,0.125000,"156.35"
33,"Pt Rel Tm"," msec",0.156250,0.156250,"244.24"
33,"Pt Rel Tm"," msec",0.187500,0.187500,"351.66"
33,"Pt Rel Tm"," msec",0.218750,0.218750,"478.61"
33,"Pt Rel Tm"," msec",0.250000,0.250000,"625.09"
33,"Pt Rel Tm"," msec",0.281250,0.281250,"791.1"
33,"Pt Rel Tm"," msec",0.312500,0.312500,"976.64"
33,"Pt Rel Tm"," msec",0.343750,0.343750,"1181.72"
33,"Pt Rel Tm"," msec",0.375000,0.375000,"1406.32"
33,"Pt Rel Tm"," msec",0.406250,0.406250,"1650.46"
33,"Pt Rel Tm"," msec",0.437500,0.437500,"1914.12"
33,"Pt Rel Tm"," msec",0.468750,0.468750,"2197.32"
33,"Pt Rel Tm"," msec",0.500000,0.500000,"2500.05"
33,"Pt Rel Tm"," msec",0.531250,0.531250,"2822.31"
33,"Pt Rel Tm"," msec",0.562500,0.562500,"3164.1"
33,"Pt Rel Tm"," msec",0.593750,0.593750,"3525.42"
33,"Pt Rel Tm"," msec",0.625000,0.625000,"3906.27"
33,"Pt Rel Tm"," msec",0.656250,0.656250,"4306.65"
33,"Pt Rel Tm"," msec",0.687500,0.687500,"4726.57"
33,"Pt Rel Tm"," msec",0.718750,0.718750,"5166.01"
33,"Pt Rel Tm"," msec",0.750000,0.750000,"5624.99"
33,"Pt Rel Tm"," msec",0.781250,0.781250,"6103.49"
33,"Pt Rel Tm"," msec",0.812500,0.812500,"6601.53"
33,"Pt Rel Tm"," msec",0.843750,0.843750,"7119.1"
33,"Pt Rel Tm"," msec",0.875000,0.875000,"7656.2"
33,"Pt Rel Tm"," msec",0.906250,0.906250,"8212.83"
33,"Pt Rel Tm"," msec",0.937500,0.937500,"8788.99"
33,"Pt Rel Tm"," msec",0.968750,0.968750,"9384.68"
33,"Pt Rel Tm"," msec",1.000000,1.000000,"9999.9"
34,"Pt Rel Lv"," %",0.000000,0.000000,"0"
34,"Pt Rel Lv"," %",0.031250,0.031250,"3"
34,"Pt Rel Lv"," %",0.062500,0.062500,"6"
34,"Pt Rel Lv"," %",0.093750,0.093750,"9"
34,"Pt Rel Lv"," %",0.125000,0.125000,"12"
34,"Pt Rel Lv"," %",0.156250,0.156250,"15"
34,"Pt Rel Lv"," %",0.187500,0.187500,"18"
34,"Pt Rel Lv"," %",0.218750,0.218750,"21"
34,"Pt Rel Lv"," %",0.250000,0.250000,"25"
34,"Pt Rel Lv"," %",0.281250,0.281250,"28"
34,"Pt Rel Lv"," %",0.312500,0.312500,"31"
34,"Pt Rel Lv"," %",0.343750,0.343750,"34"
34,"Pt Rel Lv"," %",0.375000,0.375000,"37"
34,"Pt Rel Lv"," %",0.406250,0.406250,"40"
34,"Pt Rel Lv"," %",0.437500,0.437500,"43"
34,"Pt Rel Lv"," %",0.468750,0.468750,"46"
34,"Pt Rel Lv"," %",0.500000,0.500000,"50"
34,"Pt Rel Lv"," %",0.531250,0.531250,"53"
34,"Pt Rel Lv"," %",0.562500,0.562500,"56"
34,"Pt Rel Lv"," %",0.593750,0.593750,"59"
34,"Pt Rel Lv"," %",0.625000,0.625000,"62"
34,"Pt Rel Lv"," %",0.656250,0.656250,"65"
34,"Pt Rel Lv"," %",0.687500,0.687500,"68"
34,"Pt Rel Lv"," %",0.718750,0.718750,"71"
34,"Pt Rel Lv"," %",0.750000,0.750000,"75"
34,"Pt Rel Lv"," %",0.781250,0.781250,"78"
34,"Pt Rel Lv"," %",0.812500,0.812500,"81"
34,"Pt Rel Lv"," %",0.843750,0.843750,"84"
34,"Pt Rel Lv"," %",0.875000,0.875000,"87"
34,"Pt Rel Lv"," %",0.906250,0.906250,"90"
34,"Pt Rel Lv"," %",0.937500,0.937500,"93"
34,"Pt Rel Lv"," %",0.968750,0.968750,"96"
34,"Pt Rel Lv"," %",1.000000,1.000000,"100"
35,"Pn Env Rg"," %",0.000000,0.000000,"0"
35,"Pn Env Rg"," %",0.031250,0.030000,"3"
35,"Pn Env Rg"," %",0.062500,0.060000,"6"
35,"Pn Env Rg"," %",0.093750,0.090000,"9"
35,"Pn Env Rg"," %",0.125000,0.120000,"12"
35,"Pn Env Rg"," %",0.156250,0.150000,"15"
35,"Pn Env Rg"," %",0.187500,0.180000,"18"
35,"Pn Env Rg"," %",0.218750,0.210000,"21"
35,"Pn Env Rg"," %",0.250000,0.250000,"25"
35,"Pn Env Rg"," %",0.281250,0.280000,"28"
35,"Pn Env Rg"," %",0.312500,0.310000,"31"
35,"Pn Env Rg"," %",0.343750,0.340000,"34"
35,"Pn Env Rg"," %",0.375000,0.370000,"37"
35,"Pn Env Rg"," %",0.406250,0.400000,"40"
35,"Pn Env Rg"," %",0.437500,0.430000,"43"
35,"Pn Env Rg"," %",0.468750,0.460000,"46"
35,"Pn Env Rg"," %",0.500000,0.500000,"50"
35,"Pn Env Rg"," %",0.531250,0.530000,"53"
35,"Pn Env Rg"," %",0.562500,0.560000,"56"
35,"Pn Env Rg"," %",0.593750,0.590000,"59"
35,"Pn Env Rg"," %",0.625000,0.620000,"62"
35,"Pn Env Rg"," %",0.656250,0.650000,"65"
35,"Pn Env Rg"," %",0.687500,0.680000,"68"
35,"Pn Env Rg"," %",0.718750,0.710000,"71"
35,"Pn Env Rg"," %",0.750000,0.750000,"75"
35,"Pn Env Rg"," %",0.781250,0.780000,"78"
35,"Pn Env Rg"," %",0.812500,0.810000,"81"
35,"Pn Env Rg"," %",0.843750,0.840000,"84"
35,"Pn Env Rg"," %",0.875000,0.870000,"87"
35,"Pn Env Rg"," %",0.906250,0.900000,"90"
35,"Pn Env Rg"," %",0.937500,0.930000,"93"
35,"Pn Env Rg"," %",0.968750,0.960000,"96"
35,"Pn Env Rg"," %",1.000000,1.000000,"100"
36,"Pn Ini Lv"," %",0.000000,0.000000,"0"
36,"Pn Ini Lv"," %",0.031250,0.031250,"3"
36,"Pn Ini Lv"," %",0.062500,0.062500,"6"
36,"Pn Ini Lv"," %",0.093750,0.093750,"9"
36,"Pn Ini Lv"," %",0.125000,0.125000,"12"
36,"Pn Ini Lv"," %",0.156250,0.156250,"15"
36,"Pn Ini Lv"," %",0.187500,0.187500,"18"
36,"Pn Ini Lv"," %",0.218750,0.218750,"21"
36,"Pn Ini Lv"," %",0.250000,0.250000,"25"
36,"Pn Ini Lv"," %",0.281250,0.281250,"28"
36,"Pn Ini Lv"," %",0.312500,0.312500,"31"
36,"Pn Ini Lv"," %",0.343750,0.343750,"34"
36,"Pn Ini Lv"," %",0.375000,0.375000,"37"
36,"Pn Ini Lv"," %",0.406250,0.406250,"40"
36,"Pn Ini Lv"," %",0.437500,0.437500,"43"
36,"Pn Ini Lv"," %",0.468750,0.468750,"46"
36,"Pn Ini Lv"," %",0.500000,0.500000,"50"
36,"Pn Ini Lv"," %",0.531250,0.531250,"53"
36,"Pn Ini Lv"," %",0.562500,0.562500,"56"
36,"Pn Ini Lv"," %",0.593750,0.593750,"59"
36,"Pn Ini Lv"," %",0.625000,0.625000,"62"
36,"Pn Ini Lv"," %",0.656250,0.656250,"65"
36,"Pn Ini Lv"," %",0.687500,0.687500,"68"
36,"Pn Ini Lv"," %",0.718750,0.718750,"71"
36,"Pn Ini Lv"," %",0.750000,0.750000,"75"
36,"Pn Ini Lv"," %",0.781250,0.781250,"78"
36,"Pn Ini Lv"," %",0.812500,0.812500,"81"
36,"Pn Ini Lv"," %",0.843750,0.843750,"84"
36,"Pn Ini Lv"," %",0.875000,0.875000,"87"
36,"Pn Ini Lv"," %",0.906250,0.906250,"90"
36,"Pn Ini Lv"," %",0.937500,0.937500,"93"
36,"Pn Ini Lv"," %",0.968750,0.968750,"96"
36,"Pn Ini Lv"," %",1.000000,1.000000,"100"
37,"Pn Atk Tm"," msec",0.000000,0.000000,"0.1"
37,"Pn Atk Tm"," msec",0.031250,0.031250,"9.87"
37,"Pn Atk Tm"," msec",0.062500,0.062500,"39.16"
37,"Pn Atk Tm"," msec",0.093750,0.093750,"87.99"
37,"Pn Atk Tm"," msec",0.125000,0.125000,"156.35"
37,"Pn Atk Tm"," msec",0.156250,0.156250,"244.24"
37,"Pn Atk Tm"," msec",0.187500,0.187500,"351.66"
37,"Pn Atk Tm"," msec",0.218750,0.218750,"478.61"
37,"Pn Atk Tm"," msec",0.250000,0.250000,"625.09"
37,"Pn Atk Tm"," msec",0.281250,0.281250,"791.1"
37,"Pn Atk Tm"," msec",0.312500,0.312500,"976.64"
37,"Pn Atk Tm"," msec",0.343750,0.343750,"1181.72"
37,"Pn Atk Tm"," msec",0.375000,0.375000,"1406.32"
37,"Pn Atk Tm"," msec",0.406250,0.406250,"1650.46"
37,"Pn Atk Tm"," msec",0.437500,0.437500,"1914.12"
37,"Pn Atk Tm"," msec",0.468750,0.468750,"2197.32"
37,"Pn Atk Tm"," msec",0.500000,0.500000,"2500.05"
37,"Pn Atk Tm"," msec",0.531250,0.531250,"2822.31"
37,"Pn Atk Tm"," msec",0.562500,0.562500,"3164.1"
37,"Pn Atk Tm"," msec",0.593750,0.593750,"3525.42"
37,"Pn Atk Tm"," msec",0.625000,0.625000,"3906.27"
37,"Pn Atk Tm"," msec",0.656250,0.656250,"4306.65"
37,"Pn Atk Tm"," msec",0.687500,0.687500,"4726.57"
37,"Pn Atk Tm"," msec",0.718750,0.718750,"5166.01"
37,"Pn Atk Tm"," msec",0.750000,0.750000,"5624.99"
37,"Pn Atk Tm"," msec",0.781250,0.781250,"6103.49"
37,"Pn Atk Tm"," msec",0.812500,0.812500,"6601.53"
37,"Pn Atk Tm"," msec",0.843750,0.843750,"7119.1"
37,"Pn Atk Tm"," msec",0.875000,0.875000,"7656.2"
37,"Pn Atk Tm"," msec",0.906250,0.906250,"8212.83"
37,"Pn Atk Tm"," msec",0.937500,0.937500,"8788.99"
37,"Pn Atk Tm"," msec",0.968750,0.968750,"9384.68"
37,"Pn Atk Tm"," msec",1.000000,1.000000,"9999.9"
38,"Pn Atk Lv"," %",0.000000,0.000000,"0"
38,"Pn Atk Lv"," %",0.031250,0.031250,"3"
38,"Pn Atk Lv"," %",0.062500,0.062500,"6"
38,"Pn Atk Lv"," %",0.093750,0.093750,"9"
38,"Pn Atk Lv"," %",0.125000,0.125000,"12"
38,"Pn Atk Lv"," %",0.156250,0.156250,"15"
38,"Pn Atk Lv"," %",0.187500,0.187500,"18"
38,"Pn Atk Lv"," %",0.218750,0.218750,"21"
38,"Pn Atk Lv"," %",0.250000,0.250000,"25"
38,"Pn Atk Lv"," %",0.281250,0.281250,"28"
38,"Pn Atk Lv"," %",0.312500,0.312500,"31"
38,"Pn Atk Lv"," %",0.343750,0.343750,"34"
38,"Pn Atk Lv"," %",0.375000,0.375000,"37"
38,"Pn Atk Lv"," %",0.406250,0.406250,"40"
38,"Pn Atk Lv"," %",0.437500,0.437500,"43"
38,"Pn Atk Lv"," %",0.468750,0.468750,"46"
38,"Pn Atk Lv"," %",0.500000,0.500000,"50"
38,"Pn Atk Lv"," %",0.531250,0.531250,"53"
38,"Pn Atk Lv"," %",0.562500,0.562500,"56"
38,"Pn Atk Lv"," %",0.593750,0.593750,"59"
38,"Pn Atk Lv"," %",0.625000,0.625000,"62"
38,"Pn Atk Lv"," %",0.656250,0.656250,"65"
38,"Pn Atk Lv"," %",0.687500,0.687500,"68"
38,"Pn Atk Lv"," %",0.718750,0.718750,"71"
38,"Pn Atk Lv"," %",0.750000,0.750000,"75"
38,"Pn Atk Lv"," %",0.781250,0.781250,"78"
38,"Pn Atk Lv"," %",0.812500,0.812500,"81"
38,"Pn Atk Lv"," %",0.843750,0.843750,"84"
38,"Pn Atk Lv"," %",0.875000,0.875000,"87"
38,"Pn Atk Lv"," %",0.906250,0.906250,"90"
38,"Pn Atk Lv"," %",0.937500,0.937500,"93"
38,"Pn Atk Lv"," %",0.968750,0.968750,"96"
38,"Pn Atk Lv"," %",1.000000,1.000000,"100"
39,"Pn Dec Tm"," msec",0.000000,0.000000,"0.1"
39,"Pn Dec Tm"," msec",0.031250,0.031250,"9.87"
39,"Pn Dec Tm"," msec",0.062500,0.062500,"39.16"
39,"Pn Dec Tm"," msec",0.093750,0.093750,"87.99"
39,"Pn Dec Tm"," msec",0.125000,0.125000,"156.35"
39,"Pn Dec Tm"," msec",0.156250,0.156250,"244.24"
39,"Pn Dec Tm"," msec",0.187500,0.187500,"351.66"
39,"Pn Dec Tm"," msec",0.218750,0.218750,"478.61"
39,"Pn Dec Tm"," msec",0.250000,0.250000,"625.09"
39,"Pn Dec Tm"," msec",0.281250,0.281250,"791.1"
39,"Pn Dec Tm"," msec",0.312500,0.312500,"976.64"
39,"Pn Dec Tm"," msec",0.343750,0.343750,"1181.72"
39,"Pn Dec Tm"," msec",0.375000,0.375000,"1406.32"
39,"Pn Dec Tm"," msec",0.406250,0.406250,"1650.46"
39,"Pn Dec Tm"," msec",0.437500,0.437500,"1914.12"
39,"Pn Dec Tm"," msec",0.468750,0.468750,"2197.32"
39,"Pn Dec Tm"," msec",0.500000,0.500000,"2500.05"
39,"Pn Dec Tm"," msec",0.531250,0.531250,"2822.31"
39,"Pn Dec Tm"," msec",0.562500,0.562500,"3164.1"
39,"Pn Dec Tm"," msec",0.593750,0.593750,"3525.42"
39,"Pn Dec Tm"," msec",0.625000,0.625000,"3906.27"
39,"Pn Dec Tm"," msec",0.656250,0.656250,"4306.65"
39,"Pn Dec Tm"," msec",0.687500,0.687500,"4726.57"
39,"Pn Dec Tm"," msec",0.718750,0.718750,"5166.01"
39,"Pn Dec Tm"," msec",0.750000,0.750000,"5624.99"
39,"Pn Dec Tm"," msec",0.781250,0.781250,"6103.49"
39,"Pn Dec Tm"," msec",0.812500,0.812500,"6601.53"
39,"Pn Dec Tm"," msec",0.843750,0.843750,"7119.1"
39,"Pn Dec Tm"," msec",0.875000,0.875000,"7656.2"
39,"Pn Dec Tm"," msec",0.906250,0.906250,"8212.83"
39,"Pn Dec Tm"," msec",0.937500,0.937500,"8788.99"
39,"Pn Dec Tm"," msec",0.968750,0.968750,"9384.68"
39,"Pn Dec Tm"," msec",1.000000,1.000000,"9999.9"
40,"Pn Dec Lv"," %",0.000000,0.000000,"0"
40,"Pn Dec Lv"," %",0.031250,0.031250,"3"
40,"Pn Dec Lv"," %",0.062500,0.062500,"6"
40,"Pn Dec Lv"," %",0.093750,0.093750,"9"
40,"Pn Dec Lv"," %",0.125000,0.125000,"12"
40,"Pn Dec Lv"," %",0.156250,0.156250,"15"
40,"Pn Dec Lv"," %",0.187500,0.187500,"18"
40,"Pn Dec Lv"," %",0.218750,0.218750,"21"
40,"Pn Dec Lv"," %",0.250000,0.250000,"25"
40,"Pn Dec Lv"," %",0.281250,0.281250,"28"
40,"Pn Dec Lv"," %",0.312500,0.312500,"31"
40,"Pn Dec Lv"," %",0.343750,0.343750,"34"
40,"Pn Dec Lv"," %",0.375000,0.375000,"37"
40,"Pn Dec Lv"," %",0.406250,0.406250,"40"
40,"Pn Dec Lv"," %",0.437500,0.437500,"43"
40,"Pn Dec Lv"," %",0.468750,0.468750,"46"
40,"Pn Dec Lv"," %",0.500000,0.500000,"50"
40,"Pn Dec Lv"," %",0.531250,0.531250,"53"
40,"Pn Dec Lv"," %",0.562500,0.562500,"56"
40,"Pn Dec Lv"," %",0.593750,0.593750,"59"
40,"Pn Dec Lv"," %",0.625000,0.625000,"62"
40,"Pn Dec Lv"," %",0.656250,0.656250,"65"
40,"Pn Dec Lv"," %",0.687500,0.687500,"68"
40,"Pn Dec Lv"," %",0.718750,0.718750,"71"
40,"Pn Dec Lv"," %",0.750000,0.750000,"75"
40,"Pn Dec Lv"," %",0.781250,0.781250,"78"
40,"Pn Dec Lv"," %",0.812500,0.812500,"81"
40,"Pn Dec Lv"," %",0.843750,0.843750,"84"
40,"Pn Dec Lv"," %",0.875000,0.875000,"87"
40,"Pn Dec Lv"," %",0.906250,0.906250,"90"
40,"Pn Dec Lv"," %",0.937500,0.937500,"93"
40,"Pn Dec Lv"," %",0.968750,0.968750,"96"
40,"Pn Dec Lv"," %",1.000000,1.000000,"100"
41,"Pn Rel Tm"," msec",0.000000,0.000000,"0.1"
41,"Pn Rel Tm"," msec",0.031250,0.031250,"9.87"
41,"Pn Rel Tm"," msec",0.062500,0.062500,"39.16"
41,"Pn Rel Tm"," msec",0.093750,0.093750,"87.99"
41,"Pn Rel Tm"," msec",0.125000,0.125000,"156.35"
41,"Pn Rel Tm"," msec",0.156250,0.156250,"244.24"
41,"Pn Rel Tm"," msec",0.187500,0.187500,"351.66"
41,"Pn Rel Tm"," msec",0.218750,0.218750,"478.61"
41,"Pn Rel Tm"," msec",0.250000,0.250000,"625.09"
41,"Pn Rel Tm"," msec",0.281250,0.281250,"791.1"
41,"Pn Rel Tm"," msec",0.312500,0.312500,"976.64"
41,"Pn Rel Tm"," msec",0.343750,0.343750,"1181.72"
41,"Pn Rel Tm"," msec",0.375000,0.375000,"1406.32"
41,"Pn Rel Tm"," msec",0.406250,0.406250,"1650.46"
41,"Pn Rel Tm"," msec",0.437500,0.437500,"1914.12"
41,"Pn Rel Tm"," msec",0.468750,0.468750,"2197.32"
41,"Pn Rel Tm"," msec",0.500000,0.500000,"2500.05"
41,"Pn Rel Tm"," msec",0.531250,0.531250,"2822.31"
41,"Pn Rel Tm"," msec",0.562500,0.562500,"3164.1"
41,"Pn Rel Tm"," msec",0.593750,0.593750,"3525.42"
41,"Pn Rel Tm"," msec",0.625000,0.625000,"3906.27"
41,"Pn Rel Tm"," msec",0.656250,0.656250,"4306.65"
41,"Pn Rel Tm"," msec",0.687500,0.687500,"4726.57"
41,"Pn Rel Tm"," msec",0.718750,0.718750,"5166.01"
41,"Pn Rel Tm"," msec",0.750000,0.750000,"5624.99"
41,"Pn Rel Tm"," msec",0.781250,0.781250,"6103.49"
41,"Pn Rel Tm"," msec",0.812500,0.812500,"6601.53"
41,"Pn Rel Tm"," msec",0.843750,0.843750,"7119.1"
41,"Pn Rel Tm"," msec",0.875000,0.875000,"7656.2"
41,"Pn Rel Tm"," msec",0.906250,0.906250,"8212.83"
41,"Pn Rel Tm"," msec",0.937500,0.937500,"8788.99"
41,"Pn Rel Tm"," msec",0.968750,0.968750,"9384.68"
41,"Pn Rel Tm"," msec",1.000000,1.000000,"9999.9"
42,"Pn Rel Lv"," %",0.000000,0.000000,"0"
42,"Pn Rel Lv"," %",0.031250,0.031250,"3"
42,"Pn Rel Lv"," %",0.062500,0.062500,"6"
42,"Pn Rel Lv"," %",0.093750,0.093750,"9"
42,"Pn Rel Lv"," %",0.125000,0.125000,"12"
42,"Pn Rel Lv"," %",0.156250,0.156250,"15"
42,"Pn Rel Lv"," %",0.187500,0.187500,"18"
42,"Pn Rel Lv"," %",0.218750,0.218750,"21"
42,"Pn Rel Lv"," %",0.250000,0.250000,"25"
42,"Pn Rel Lv"," %",0.281250,0.281250,"28"
42,"Pn Rel Lv"," %",0.312500,0.312500,"31"
42,"Pn Rel Lv"," %",0.343750,0.343750,"34"
42,"Pn Rel Lv"," %",0.375000,0.375000,"37"
42,"Pn Rel Lv"," %",0.406250,0.406250,"40"
42,"Pn Rel Lv"," %",0.437500,0.437500,"43"
42,"Pn Rel Lv"," %",0.468750,0.468750,"46"
42,"Pn Rel Lv"," %",0.500000,0.500000,"50"
42,"Pn Rel Lv"," %",0.531250,0.531250,"53"
42,"Pn Rel Lv"," %",0.562500,0.562500,"56"
42,"Pn Rel Lv"," %",0.593750,0.593750,"59"
42,"Pn Rel Lv"," %",0.625000,0.625000,"62"
42,"Pn Rel Lv"," %",0.656250,0.656250,"65"
42,"Pn Rel Lv"," %",0.687500,0.687500,"68"
42,"Pn Rel Lv"," %",0.718750,0.718750,"71"
42,"Pn Rel Lv"," %",0.750000,0.750000,"75"
42,"Pn Rel Lv"," %",0.781250,0.781250,"78"
42,"Pn Rel Lv"," %",0.812500,0.812500,"81"
42,"Pn Rel Lv"," %",0.843750,0.843750,"84"
42,"Pn Rel Lv"," %",0.875000,0.875000,"87"
42,"Pn Rel Lv"," %",0.906250,0.906250,"90"
42,"Pn Rel Lv"," %",0.937500,0.937500,"93"
42,"Pn Rel Lv"," %",0.968750,0.968750,"96"
42,"Pn Rel Lv"," %",1.000000,1.000000,"100"
43,"Rs Env Rg"," %",0.000000,0.000000,"0"
43,"Rs Env Rg"," %",0.031250,0.020000,"1"
43,"Rs Env Rg"," %",0.062500,0.060000,"3"
43,"Rs Env Rg"," %",0.093750,0.080000,"4"
43,"Rs Env Rg"," %",0.125000,0.120000,"6"
43,"Rs Env Rg"," %",0.156250,0.140000,"7"
43,"Rs Env Rg"," %",0.187500,0.180000,"9"
43,"Rs Env Rg"," %",0.218750,0.200000,"10"
43,"Rs Env Rg"," %",0.250000,0.240000,"12"
43,"Rs Env Rg"," %",0.281250,0.280000,"14"
43,"Rs Env Rg"," %",0.312500,0.300000,"15"
43,"Rs Env Rg"," %",0.343750,0.340000,"17"
43,"Rs Env Rg"," %",0.375000,0.360000,"18"
43,"Rs Env Rg"," %",0.406250,0.400000,"20"
43,"Rs Env Rg"," %",0.437500,0.420000,"21"
43,"Rs Env Rg"," %",0.468750,0.460000,"23"
43,"Rs Env Rg"," %",0.500000,0.500000,"25"
43,"Rs Env Rg"," %",0.531250,0.520000,"26"
43,"Rs Env Rg"," %",0.562500,0.560000,"28"
43,"Rs Env Rg"," %",0.593750,0.580000,"29"
43,"Rs Env Rg"," %",0.625000,0.620000,"31"
43,"Rs Env Rg"," %",0.656250,0.640000,"32"
43,"Rs Env Rg"," %",0.687500,0.680000,"34"
43,"Rs Env Rg"," %",0.718750,0.700000,"35"
43,"Rs Env Rg"," %",0.750000,0.740000,"37"
43,"Rs Env Rg"," %",0.781250,0.780000,"39"
43,"Rs Env Rg"," %",0.812500,0.800000,"40"
43,"Rs Env Rg"," %",0.843750,0.840000,"42"
43,"Rs Env Rg"," %",0.875000,0.860000,"43"
43,"Rs Env Rg"," %",0.906250,0.900000,"45"
43,"Rs Env Rg"," %",0.937500,0.920000,"46"
43,"Rs Env Rg"," %",0.968750,0.960000,"48"
43,"Rs Env Rg"," %",1.000000,1.000000,"50"
44,"Rs Ini Lv"," %",0.000000,0.000000,"0"
44,"Rs Ini Lv"," %",0.031250,0.031250,"3"
44,"Rs Ini Lv"," %",0.062500,0.062500,"6"
44,"Rs Ini Lv"," %",0.093750,0.093750,"9"
44,"Rs Ini Lv"," %",0.125000,0.125000,"12"
44,"Rs Ini Lv"," %",0.156250,0.156250,"15"
44,"Rs Ini Lv"," %",0.187500,0.187500,"18"
44,"Rs Ini Lv"," %",0.218750,0.218750,"21"
44,"Rs Ini Lv"," %",0.250000,0.250000,"25"
44,"Rs Ini Lv"," %",0.281250,0.281250,"28"
44,"Rs Ini Lv"," %",0.312500,0.312500,"31"
44,"Rs Ini Lv"," %",0.343750,0.343750,"34"
44,"Rs Ini Lv"," %",0.375000,0.375000,"37"
44,"Rs Ini Lv"," %",0.406250,0.406250,"40"
44,"Rs Ini Lv"," %",0.437500,0.437500,"43"
44,"Rs Ini Lv"," %",0.468750,0.468750,"46"
44,"Rs Ini Lv"," %",0.500000,0.500000,"50"
44,"Rs Ini Lv"," %",0.531250,0.531250,"53"
44,"Rs Ini Lv"," %",0.562500,0.562500,"56"
44,"Rs Ini Lv"," %",0.593750,0.593750,"59"
44,"Rs Ini Lv"," %",0.625000,0.625000,"62"
44,"Rs Ini Lv"," %",0.656250,0.656250,"65"
44,"Rs Ini Lv"," %",0.687500,0.687500,"68"
44,"Rs Ini Lv"," %",0.718750,0.718750,"71"
44,"Rs Ini Lv"," %",0.750000,0.750000,"75"
44,"Rs Ini Lv"," %",0.781250,0.781250,"78"
44,"Rs Ini Lv"," %",0.812500,0.812500,"81"
44,"Rs Ini Lv"," %",0.843750,0.843750,"84"
44,"Rs Ini Lv"," %",0.875000,0.875000,"87"
44,"Rs Ini Lv"," %",0.906250,0.906250,"90"
44,"Rs Ini Lv"," %",0.937500,0.937500,"93"
44,"Rs Ini Lv"," %",0.968750,0.968750,"96"
44,"Rs Ini Lv"," %",1.000000,1.000000,"100"
45,"Rs Atk Tm"," msec",0.000000,0.000000,"0.1"
45,"Rs Atk Tm"," msec",0.031250,0.031250,"9.87"
45,"Rs Atk Tm"," msec",0.062500,0.062500,"39.16"
45,"Rs Atk Tm"," msec",0.093750,0.093750,"87.99"
45,"Rs Atk Tm"," msec",0.125000,0.125000,"156.35"
